Feature	Cluster
Metabolism; Nucleosides and Nucleotides; ; Rut pathway of pyrimidine degradation; Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB (EC 3.5.1.110)	293
Halomonas sp. SF2003	293
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; TonB-ExbBD energy transducing system; TonB-ExbBD energy transducing system, TonB subunit	293
Phyllobacterium sp. OV277	293
Thermus amyloliquefaciens	293
Thermus aquaticus	293
Streptomyces sp. Cmuel-A718b	293
Leucobacter edaphi	293
Pseudomonas sp. 67(2021)	293
Paraburkholderia sp. BCC1884	293
Marinospirillum alkaliphilum	293
Desulfatibia profunda	293
Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_19	293
uncultured Brachyspira sp.	293
Halobacillus massiliensis	293
Streptomyces sp. SID11233	293
Metabolism; Secondary Metabolism; Ribosomally-synthesized post-translationally modified peptides (RiPPs); Streptolysin S; Streptolysin S self-immunity protein (SagE)	293
Larkinella knui	293
Polynucleobacter sinensis	293
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21	293
Paludibacterium purpuratum	293
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Resistance to Vancomycin and Teicoplanin; D-alanine--D-serine ligase (EC 6.3.2.35) => VanG	293
Energy; Respiration; ; Respiratory Systems - Shewanella (updated); outer membrane protein, MtrE	293
Yinghuangia sp. ASG 101	293
Energy; Respiration; ATP synthases; Sodium-transporting ATPase; Sodium-transporting ATPase subunit G	293
Methylophaga pinxianii	293
Bacillus sp. AFS041924	293
Legionella saoudiensis	293
Bacillus pinisoli	293
Paramagnetospirillum marisnigri	293
Energy; Respiration; Electron accepting reactions; Trimethylamine-N-oxide operon; Periplasmic protein TorT	293
Metabolism; Carbohydrates; Di- and oligosaccharides; Lactose utilization; beta-galactosidase	293
Niabella aurantiaca	293
Gramella sp. KN1008	293
Pseudomonas sp. Os17	293
Metabolism; Carbohydrates; Sugar alcohols; Ethanolamine utilization; Ethanolamine utilization protein EutG	293
Perlabentimonas gracilis	293
Tepidimonas ignava	293
Sphingobium sp. KCTC 72723	293
Nocardioides sp. URHA0032	293
Cupriavidus sp. SK-4	293
Parcubacteria group bacterium GW2011_GWB1_40_14	293
Metabolism; Carbohydrates; Monosaccharides; D-gluconate and ketogluconates metabolism; Predicted gluconate TRAP family transporter, DctQ subunit	293
Mycolicibacterium diernhoferi	293
Vibrio sp. H11	293
Sphingomonadales bacterium EhC05	293
Sphingomonadales bacterium CG12_big_fil_rev_8_21_14_0_65_65_10	293
Reichenbachiella agariperforans	293
Williamsia soli	293
Novosphingobium sp. 12-63-9	293
Flavobacterium sp. J27	293
Metabolism; Carbohydrates; CO2 fixation; Acetyl-CoA Pathway Wood-Ljungdahl; Carbon monoxide dehydrogenase CooS subunit (EC 1.2.7.4)	293
Flagellimonas nanhaiensis	293
DNA Processing; DNA Processing; DNA replication; DNA Helicase of Unknown Function; Uncharacterized protein (associated with DNA helicase - Rad25 homolog)	293
Cellulosimicrobium sp. KWT-B	293
Fulvivirga ulvae	293
Pseudomonas sp. WS 5059	293
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin biosynthesis; 3-ketoacyl-CoA thiolase	293
Corynebacterium frankenforstense	293
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin synthesis & utilization; 3-ketoacyl-CoA thiolase	293
Cell Envelope; Cell Envelope, Capsule and Slime layer; Capsule and Slime layer; Colanic acid synthesis; Colanic acid biosynthesis glycosyl transferase WcaC	293
Novosphingopyxis sp. YJ-S2-01	293
Salegentibacter sp. BDJ18	293
Metabolism; Carbohydrates; Sugar acids; L-galactonate utilization; Regulator of L-galactonate catabolism LgoR, GntR family	293
Vibrio spartinae	293
Corynebacterium durum	294
Nitrosomonas mobilis	294
candidate division BRC1 bacterium ADurb.BinA292	294
Kocuria atrinae	294
Verrucomicrobia bacterium IMCC26134	295
Clostridium disporicum	295
Desulfonatronum thiosulfatophilum	295
Actinomadura rubrisoli	295
Halobacillus salinus	295
Protein Processing; Protein Synthesis; Ribosome biogenesis; Ribosome activity modulation; Ribosome-associated inhibitor A	295
Companilactobacillus ginsenosidimutans	295
Streptomyces sp. SPB78	295
Clostridium sp. BNL1100	295
Actinokineospora alba	295
Lentzea indica	295
Acinetobacter gerneri	295
Cellular Processes; Cell Cycle, Cell Division and Death; Stationary phase, Dormancy, Persistence; Ribosomal hibernation related cluster; Ribosome-associated inhibitor A	295
Bacillus sp. OV194	295
Staphylococcus ureilyticus	295
Paenibacillus pasadenensis	295
Tetragenococcus osmophilus	295
Sporichthya polymorpha	296
Pseudoclavibacter sp. Marseille-Q4354	296
Ruminococcus sp. YE71	296
Rothia sp. P100	296
Magasanikbacteria bacterium GW2011_GWA2_46_17	296
Azonexus fungiphilus	296
Nocardioides exalbidus	296
Amycolatopsis rubida	296
Haloechinothrix alba	296
Microbacterium gorillae	296
Microcella alkaliphila	296
Arsenophonus nasoniae	296
Alkalitalea saponilacus	296
Corynebacterium ulceribovis	296
Rothia sp. Olga	296
Croceitalea sp.	296
Streptomyces rapamycinicus	296
Companilactobacillus baiquanensis	296
Streptomyces sp. NRRL F-5755	296
Simplicispira sp. 125	297
Streptococcus ruminicola	297
Streptococcus panodentis	297
Lautropia dentalis	297
Cryomorphaceae bacterium BACL22 MAG-120619-bin32	297
Clostridium sp. OM08-29	297
Arthrobacter sp. AFG7.2	297
Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_47_16	297
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Unsaturated fatty acids; Delta(6)-desaturase containing cluster; Transcriptional regulator, CdaR-family	297
Helcococcus ovis	297
Roizmanbacteria bacterium CG22_combo_CG10-13_8_21_14_all_38_20	297
Pseudoduganella armeniaca	297
Energy; Respiration; ; Respiratory Systems - Shewanella (updated); TorA-specific chaperone protein, TorD	297
Bacillus cereus group sp. BfR-BA-01319	297
Paenibacillus sp. IHB B 3084	297
Tabrizicola soli	297
Cell Envelope; Cell Envelope, Capsule and Slime layer; Cell wall of Mycobacteria; Galactosamine Substituent of Arabinogalactan in Mycobacteria; Lipid-linked-N-acetylgalactosamine-dependent galactosamine transferase, involved in arabinogalactan modification	297
Gemmatimonas sp.	297
Clostridium sp. AF50-3	297
Cell Envelope; Cell Envelope, Capsule and Slime layer; Capsule and Slime layer; Rcs two-component regulator of capsule synthesis; Sensor histidine kinase RcsC (EC 2.7.13.3)	297
Pseudomonas brenneri	297
Leuconostoc suionicum	297
Cell Envelope; Cell Envelope, Capsule and Slime layer; Cell wall of Mycobacteria; Biosynthesis of Arabinogalactan in Mycobacteria; Lipid-linked-N-acetylgalactosamine-dependent galactosamine transferase, involved in arabinogalactan modification	297
Knoellia remsis	297
Comchoanobacter bicostacola	297
Bombilactobacillus mellis	297
Clostridiales bacterium 41_21_two_genomes	297
Arthrobacter sp. M4	297
Sphingobium ummariense	297
Energy; Respiration; Electron accepting reactions; Trimethylamine-N-oxide operon; TorA-specific chaperone protein, TorD	297
Vibrio albus	297
Streptomyces sp. MBT49	297
Ilumatobacter fluminis	297
Corynebacterium afermentans	297
Segeticoccus rhizosphaerae	297
Clostridium sp. TF11-13AC	298
Cyanothece sp. BG0011	298
Acinetobacter sp. As58	298
Actinoplanes rishiriensis	298
Amycolatopsis sp. FDAARGOS 1241	298
Pseudarthrobacter sp. NIBRBAC000502772	298
Micromonospora okii	298
actinobacterium acMicro-4	298
Alphaproteobacteria bacterium MarineAlpha3_Bin5	298
Leptospirillum ferriphilum	298
Leucobacter sp. G161	298
Metabolism; Nucleosides and Nucleotides; Purines; Xanthine dehydrogenase subunits; uracil-xanthine permease	298
Pseudoclavibacter sp. JAI123	298
Syntrophobotulus glycolicus	298
Pelagibacterium limicola	298
Myceligenerans pegani	298
Peregrinibacteria bacterium CG_4_10_14_0_2_um_filter_43_11	298
Rothia sp. HMSC066G07	298
Omnitrophica bacterium ADurb.Bin314	298
Kocuria sp. SM24M-10	298
Doudnabacteria bacterium Gr01-1014_77	298
Riesia sp. GBBU	298
Subtercola sp. Z020	298
Rothia sp. HMSC058E10	298
Dermabacter sp. HMSC06F07	298
Corynebacterium suranareeae	298
Leucobacter muris	299
Stackebrandtia endophytica	299
Streptomyces bingchenggensis	299
Arthrobacter luteolus	299
Mycolicibacterium wolinskyi	299
Okibacterium fritillariae	299
Catellatospora chokoriensis	299
uncultured Acidobacteria bacterium HF4000_26D02	299
Rothia sp. HMSC064D08	299
Acidothermales bacterium	299
Streptomyces tendae	300
Galactobacter caseinivorans	300
Actinotignum timonense	300
Mesotoga sp. TolDC	300
Micrococcus sp.	301
Thiomonas delicata	301
Micrococcus luteus	301
Metabolism; Iron acquisition and metabolism; Siderophores; Siderophore assembly kit; 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)	301
Metabolism; Amino Acids and Derivatives; Histidine Metabolism; Histidine Biosynthesis; Imidazole glycerol phosphate synthase amidotransferase subunit HisH	301
Actinobacteria bacterium 13_2_20CM_2_71_6	301
Pseudomonas sp. BG5	301
Metabolism; Amino Acids and Derivatives; Histidine Metabolism; Histidine Biosynthesis -- gjo; Imidazole glycerol phosphate synthase amidotransferase subunit HisH	301
Streptomyces sp. NRRL B-24484	302
Desulfocucumis palustris	302
Agrococcus sp. SGAir0287	302
uncultured Brachybacterium sp.	302
Pseudoclavibacter caeni	302
Cyanobacteria bacterium 13_1_40CM_2_61_4	302
Lactobacillus taiwanensis	302
Actinocatenispora sera	302
Arthrobacter sp. 9E06	302
Kibdelosporangium aridum	302
Mesorhizobium sp. M1A.F.Ca.IN.022.04.1.1	302
Gemmatirosa kalamazoonensis	302
Brachybacterium sp. Z12	303
Rothia sp. HSID18067	303
Streptomyces sviceus	303
Cellulomonas sp. NS3	303
Pandoraea nosoerga	303
Wallbacteria bacterium HGW-Wallbacteria-1	303
Dactylosporangium sp. AC04546	303
Starkeya sp. ORNL1	303
Rothia sp. HMSC067H10	303
Actinospica durhamensis	303
Demequina sp. NBRC 110051	303
Armatimonadetes bacterium CSP1-3	303
Pseudoclavibacter endophyticus	303
Actinomadura rudentiformis	303
Gottesmanbacteria bacterium GW2011_GWB1_49_7	303
Gordonia sihwensis	303
Helicobacter cholecystus	303
Actinobacteria bacterium HGW-Actinobacteria-4	303
Rothia sp. HMSC072B03	303
Sinomonas notoginsengisoli	303
Alteribacter natronophilus	303
Anabaenopsis elenkinii	304
Daviesbacteria bacterium RIFCSPLOWO2_02_FULL_36_7	304
Bradyrhizobium sp. MOS002	304
Kapaibacterium sp.	304
SAR92 clade bacterium	304
Shewanella oneidensis	304
Cupriavidus sp. UGS-1	304
Pinirhizobacter soli	304
Streptomyces sp. CBMA156	304
Brevibacterium sp. LS14	304
Denitratisoma sp. DHT3	304
Acinetobacter albensis	304
Nitrotoga sp. HW29	304
Lacinutrix jangbogonensis	304
Nodularia spumigena	304
Energy; Photosynthesis; Electron transport and photophosphorylation; Photosystem II; Photosystem II manganese-stabilizing protein (PsbO)	304
Pseudoalteromonas sp. P1-9	304
Pseudomonas sp. 2588-5	304
Actinobacteria bacterium BACL15 MAG-120823-bin78	304
Terriglobus tenax	304
Novosphingobium sp. 63-713	304
Acinetobacter sp. WC-141	304
Agrococcus sp. HG114	304
Cupriavidus nantongensis	304
Desulfonatronum sp.	304
Desulfovibrio intestinalis	304
Terrabacter sp. Root85	304
Microcystis wesenbergii	304
Rhodococcus sp. UNC363MFTsu5.1	304
Mycobacterium montefiorense	304
Sphingomonas sp. PP-CE-1G-424	304
Paenibacillus herberti	304
Luteimonas sp. MC1782	304
Nitrosomonas sp. Nm132	304
Flavobacterium lindanitolerans	304
Rhodoferax ferrireducens	304
Pelomonas sp. Root1217	304
Agarivorans gilvus	304
Polynucleobacter sp. JS-Fieb-80-E5	304
Vibrio sp. S11_S32	304
Rufibacter ruber	304
Pseudomonas sp. GW460-11-11-14-LB11	304
Halomonas sp. FeN2	304
Emticicia sp. 21SJ11W-3	304
Streptomyces griseoaurantiacus	304
Deinococcus sp. Leaf326	304
Flavobacterium bernardetii	304
Acutalibacter sp. 1XD8-36	304
Nocardioides panaciterrulae	304
Streptomyces sp. COG21	304
Bacillus sp. THAF10	304
Amycolatopsis sp. KNN50.9b	304
Aeromicrobium erythreum	304
Aquirufa rosea	304
Nitrospirae bacterium RIFCSPHIGHO2_01_FULL_66_17	304
Legionella fairfieldensis	304
Cupriavidus sp. L7L	304
Pseudoalteromonas porphyrae	304
Craterilacuibacter sinensis	304
Roizmanbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_35_14	304
Dyadobacter fermentans	304
Pseudomonadales bacterium GWC2_63_15	304
Flammeovirgaceae bacterium TMED32	304
Pseudomonas inefficax	304
Nesterenkonia sp. LB17	304
Belliella kenyensis	304
Cellular Processes; Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems; A new toxin - antitoxin system; toxin	304
Rhizobacter sp. Root16D2	304
Ruminococcus sp. AM43-6	304
Prosthecobacter fusiformis	304
Fructobacillus papyriferae	304
Variovorax sp. PDNC026	304
Paenibacillus sp. JMULE4	304
Actinoalloteichus sp. GBA129-24	304
Piscirickettsiaceae bacterium CG_4_10_14_3_um_filter_44_349	304
Pseudomonas sp. L5B5	304
Flavobacterium okayamense	304
Cellulomonas xiejunii	304
Bifidobacterium saguinibicoloris	304
Chloroflexi bacterium RBG_16_57_11	304
Chloroflexi bacterium RBG_19FT_COMBO_47_9	304
Bacillus aerophilus	304
Corynebacterium sp. ACRPH	304
Clostridium putrefaciens	304
Nocardia niigatensis	304
Shewanella sp. FJAT-51649	304
Cupriavidus cauae	304
Pseudomonas sp. Cab53	304
Caldatribacterium saccharofermentans	304
Neochlamydia sp. S13	304
Actinokineospora diospyrosa	304
Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_40_12	304
Pseudomonas sp. Bi70	304
candidate division TM6 bacterium GW2011_GWF2_28_16	304
Acidiferrobacter thiooxydans	304
Streptomyces phyllanthi	304
uncultured bacterium Ad_125_H07_contig1	304
Burkholderia sp. Bp8986	304
Paenibacillus sp. BK033	304
Pseudomonas sp. PIA16	304
Limosilactobacillus urinaemulieris	304
Lactobacillus rodentium	304
Streptomyces carminius	304
Marinomonas polaris	304
Sphingomonas gilva	304
Blastomonas natatoria	304
Helicobacter sp. 13S00401-1	304
Parcubacteria group bacterium GW2011_GWD2_35_7	304
Mycobacterium paraintracellulare	305
Pedobacter sp. Leaf216	305
Lactobacillus mulieris	305
Pseudomonas oligotrophica	305
Lactobacillus hominis	305
Acidovorax sp. Root217	305
Aquimarina agarivorans	305
uncultured bacterium Contig203	305
Lactobacillus sp. OTU4228	305
Lactobacillus kefiranofaciens	305
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein processing and modification; Signal peptidase; Signal peptidase I	305
Microbacterium halotolerans	305
Syntrophobacterales bacterium GWC2_56_13	305
Pedobacter sp. R20-19	305
Lactobacillus psittaci	305
Flavobacterium sp. ACN2	305
Nesterenkonia natronophila	305
Lactobacillus sp. A27	305
Chlorobium ferrooxidans	305
Rhodococcus sp. BH4	305
Herbiconiux sp. SYSU D00978	305
Lentilitoribacter sp. Alg239-R112	305
Paenisporosarcina sp. TG20	305
Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_39_13	305
Paenibacillus sp. 1-18	305
Lactobacillus sp. ESL0228	305
Bacteroides sp. 1_1_30	305
Microbacterium sp. LKL04	305
Lactobacillus kimbladii	305
Acidiphilium sp. JA12-A1	305
Lactobacillus sp. UMNPBX17	305
Peribacillus cavernae	305
uncultured Intrasporangium sp.	305
Tenacibaculum mesophilum	305
Metabolism; Secondary Metabolism; Metabolism of Aromatic Compounds; Acetophenone carboxylase 1; Acetophenone carboxylase subunit Apc2 (EC 6.4.1.8)	305
Flavobacterium ajazii	305
Metabolism; Secondary Metabolism; Metabolism of Aromatic Compounds; Anaerobic toluene and ethylbenzene degradation; Acetophenone carboxylase subunit Apc2 (EC 6.4.1.8)	305
Flavivirga aquatica	305
Desulfuromonadales bacterium C00003068	305
Rhizobium sp. SSM4.3	305
Jiulongibacter sediminis	305
Prevotella sp. Sc00033	305
Lactiplantibacillus mudanjiangensis	305
Lysinibacillus telephonicus	305
Psychrosphaera saromensis	305
Hyphomonas neptunium	305
Lysinibacillus sp. B2A1	305
Nocardioides psychrotolerans	305
Rhizobium sp. CF122	305
Chryseobacterium sp. PS-8	305
Chloracidobacterium aggregatum	305
Hydrogenovibrio thermophilus	305
Membrane Transport; Membrane Transport; Cation transporters; Magnesium transport; magnesium and cobalt transport protein CorA	305
candidate division WOR-3 bacterium 4484_100	305
Hymenobacter sp. 15J16-1T3B	305
Elusimicrobia bacterium GWC2_64_44	305
Zhihengliuella flava	305
Streptomyces sp. So13.3	305
Ferrimonas marina	305
Hallella multisaccharivorax	305
Carnobacterium pleistocenium	305
Halobacteroides halobius	305
Sulfurimonas sp. RIFCSPLOWO2_12_36_12	305
Moranbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_39_10	305
Streptomyces sp. KS 21	305
Antarcticibacterium arcticum	305
Vibrio porteresiae	305
Jhaorihella thermophila	305
Lactobacillus gasseri	305
Microbacterium sp. UCD-TDU	305
Paraliobacillus sp. X-1268	305
Parcubacteria group bacterium Licking1014_17	305
Roseburia lenta	305
Salmonella sp. S111-34428	305
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Invasion and intracellular resistance; Cytolysin and Lipase operon in Vibrio; Methyl-accepting chemotaxis protein, hemolysin secretion protein HylB	306
Corynebacterium coyleae	306
Tateyamaria sp. ANG-S1	306
Demequina subtropica	306
Amycolatopsis sp. WQ 127309	306
Clostridium sp. AM34-11AC	306
Alpinimonas psychrophila	306
Pseudomonas sp. GP01-A6	306
Protein Processing; Protein Synthesis; Aminoacyl-tRNA-synthetases; tRNA aminoacylation, Met; Methionyl-tRNA synthetase, clostridial paralog	306
Membrane Transport; Membrane Transport; ABC transporters; ABC transporter tungstate (TC 3.A.1.6.2); Tungstate ABC transporter, permease protein	306
Alkalihalobacillus deserti	306
Nakamurella lactea	306
Cellulomonas sp. A375-1	306
Microbacterium sp. Root53	306
Meiothermus granaticius	306
Chloroflexi bacterium TMED70	306
candidate division WWE3 bacterium GW2011_GWC1_47_10	306
Paenibacillus gorillae	306
Priestia taiwanensis	306
uncultured Erwinia sp.	306
Desulfofustis glycolicus	306
Actinotalea sp. Marseille-Q4924	306
Streptomyces sulphureus	306
Gammaproteobacteria bacterium GWE2_37_16	306
Frigoribacterium sp. VKM Ac-1396	306
Spirosoma fluviale	306
Roseibium sp. RKSG952	306
Streptomyces filamentosus	306
Planctomyces sp. SH-PL14	306
Curtobacterium sp. S6	306
Pseudomonas sp. MDMC224	306
Ramlibacter humi	306
